contig,position,is_known_mod,mod_type,n_native,n_ivt,raw_knn_native_mean,raw_knn_native_median,raw_knn_native_min,raw_knn_native_max,raw_knn_ivt_mean,raw_knn_ivt_median,mw_pval,rank_biserial,overlap_fraction,cal_knn_native_mean,cal_knn_ivt_mean,hmm_native_mean,hmm_ivt_mean,gate_weight,mixture_pi,mixture_null_gate,p_mod_raw_native_mean,z_score_native_mean
ecoli16S,7,False,unmod,3,9,0.717717467334344,0.7096443634469745,0.7054153711640474,0.7380926673920102,0.21372840556437936,0.3016612540585212,0.007205365901181634,-1.0,0.0,0.9837830332449942,7.268572056817367e-06,0.02019893147607182,2.9376339096723605e-14,0.9999999999994413,0.726468565875236,False,0.6920192809275014,7.45796142922809
ecoli16S,8,False,unmod,3,24,0.20454178824781954,0.19628084442983018,0.19177828738236646,0.225566232931262,0.12288328259855959,0.09635757297578024,0.1563755838988668,-0.36111111111111116,0.3194444444444444,0.0,0.0,0.010101128201844913,1.3962895561604131e-08,0.026847531029251533,0.0008109942719301016,True,0.582066794441663,0.7210014909248509
ecoli16S,9,False,unmod,3,28,0.34260159122185213,0.3480794733549343,0.319539797571485,0.3601855027391372,0.23013929142305048,0.1686560033608399,0.0656906906426131,-0.5476190476190477,0.2261904761904762,0.9070730934363637,0.20701031399268396,3.1768873686023025e-07,2.836106915395658e-08,0.025862086665801334,8.185198157231519e-09,True,0.3616031236131579,-0.3723973392672022
ecoli16S,10,False,unmod,3,29,0.1108640545296861,0.16473994244158496,0.0,0.16785222114747333,0.08041378898972967,0.0,0.28044690662890737,-0.1954022988505748,0.5057471264367817,0.0,0.0,4.4552491009529297e-13,3.8103221697167636e-14,0.025862091707220928,1.2471524886986182e-08,True,0.510163539401841,0.08401087837394143
ecoli16S,11,False,unmod,3,29,0.0,0.0,0.0,0.0,0.07188958390773802,0.0,0.9154910175415154,0.4137931034482759,1.0,0.0,0.0,2.8556344041380506e-15,8.024660576804725e-20,0.9159925011620723,0.5321540532489754,False,0.5400370076917036,2.23169937903298
ecoli16S,12,False,unmod,6,28,0.18008730721708352,0.17901126846424958,0.0,0.3640218588318527,0.0995470407957272,0.0,0.1762043600064292,-0.2321428571428572,0.5178571428571429,0.49750818281388903,1.10321732156436e-89,0.12947722398963235,1.0103068055353541e-16,0.9999628961988576,0.6395326857004026,False,0.5991965633355782,2.7732229513951787
ecoli16S,13,False,unmod,7,27,0.22818772496981454,0.16152064331133853,0.14539169009624453,0.3326616785475628,0.25465454334454246,0.32649028478975817,0.874941589477787,0.28042328042328046,0.6402116402116402,0.5281444042335087,0.24618643836552326,0.012028770191938928,4.927588583724594e-15,0.9999993362585203,0.3345128683808555,False,0.37384470463650904,1.9054172273523535
ecoli16S,14,False,unmod,12,31,0.10625706779721461,0.0,0.0,0.42913895715201045,0.16353018495597327,0.14288397791317753,0.9434687400627793,0.303763440860215,0.7365591397849462,0.0,0.0,0.0035090401161978393,3.0017602730613534e-11,0.9999999999935738,0.5732748224101089,False,0.5563409426453546,2.644798137837782
ecoli16S,15,False,unmod,12,32,0.185557178294253,0.14361821644755768,0.0,0.28758592779188585,0.29266298899559007,0.2851032001613902,0.9992519883352728,0.625,0.8125,0.472381648509079,0.1162039556732559,2.725426128377796e-07,4.370909852429301e-16,0.9992578057513378,0.19410314177501062,False,0.2580642209389689,3.0231146232078907
ecoli16S,16,False,unmod,12,32,0.18969608891271653,0.2784479443810758,0.0,0.3914111660543762,0.21929935821510388,0.15693181068632722,0.6489095397829691,0.07291666666666663,0.5416666666666666,0.0,0.0,1.3317151762494015e-12,2.3917120561316692e-17,0.9999999999686142,0.5337707677220589,False,0.5282747173549213,4.336658471708303
ecoli16S,17,False,unmod,13,31,0.20431679375898587,0.23636908902754106,0.0,0.427387263303437,0.22763352297355188,0.1538118047542142,0.6790325634931662,0.08684863523573205,0.56575682382134,0.0,0.0,1.5254204174743904e-08,5.554495146687912e-16,0.9999999999243763,0.5161388544792808,False,0.5095905175481625,4.930697328112638
ecoli16S,18,False,unmod,13,31,0.36064753332424565,0.286915925809453,0.1389979594938192,0.5829937262599602,0.39330949446383207,0.29785889049055736,0.7563273577135282,0.13151364764267992,0.56575682382134,0.2948696125929755,0.26381562438191825,1.2964399386583593e-12,6.246159179747141e-15,0.9969509238483674,0.16579725947051255,False,0.21519686463884707,0.7139756056320354
ecoli16S,19,False,unmod,14,32,0.3567285785263339,0.4181622274225257,0.0,0.5838186019772185,0.3282306936941606,0.29273616369634303,0.34238519765084197,-0.078125,0.4642857142857143,0.0,0.0,1.4229731640036865e-16,1.2051756015356024e-16,0.012919392393663727,2.4492778650453493e-08,True,0.4205669886386339,-0.16352574338237316
ecoli16S,20,False,unmod,16,33,0.3072767013899775,0.2898034226569977,0.0,0.7213580603730543,0.2739030939011276,0.28473224206875003,0.19667294100735355,-0.15340909090909083,0.42803030303030304,0.0,0.0,5.739169888212412e-18,3.516400408263339e-22,0.9999999999990159,0.606222362014349,False,0.5821803420192675,6.517385447351186
ecoli16S,21,False,unmod,16,30,0.4467555045059623,0.46589527780065915,0.1297467091735488,0.7323748611060972,0.4005360555000893,0.41082620517177304,0.07803183284278499,-0.2583333333333333,0.37083333333333335,0.0,0.0,1.681332486857204e-23,1.6068773384778004e-17,0.9999761738278855,0.26289404182971976,False,0.3402803072371557,4.6676044679319
ecoli16S,22,False,unmod,15,33,0.3404926258571343,0.313630122601945,0.0,0.5777597473886442,0.30131703904026275,0.28687272982788203,0.1477849602186092,-0.19191919191919182,0.4080808080808081,0.0,0.0,5.357499717064116e-22,1.391236122207444e-18,0.9997357673772256,0.2147683285785378,False,0.25135456893575475,5.886173473443124
ecoli16S,23,False,unmod,13,30,0.29465806505980735,0.28170008630430476,0.1358648475490909,0.5805959760176973,0.3553817638507308,0.36171113137738875,0.832781868167083,0.18461538461538463,0.5923076923076923,0.0,0.0,2.225057248233811e-16,3.371061549918063e-18,0.9979549317599883,0.17386218857303623,False,0.24483609651106752,1.217760458274603
ecoli16S,24,False,unmod,14,30,0.2671239763786789,0.28216745121176895,0.13835899022405773,0.5633666900579593,0.39044105535613094,0.41862929359835815,0.9862656798071593,0.41428571428571426,0.7071428571428572,0.42359575085584356,0.06030154513175285,4.8576185500219324e-14,5.679075873332121e-15,0.9995243655608332,0.20300771428750125,False,0.2583884296060582,1.0308659147552797
ecoli16S,25,False,unmod,16,34,0.3917597549734764,0.4275429336700041,0.0,0.7093177216267998,0.42039289847985056,0.42299198064269977,0.5372816446395217,0.014705882352941124,0.5073529411764706,0.0,0.0,1.8078590702874517e-16,1.7157453690629047e-17,0.9682276455798873,0.13634481235022725,False,0.19912354552770187,0.31645153712844204
ecoli16S,26,False,unmod,15,33,0.2200105176161843,0.15573534376156206,0.0,0.45094961057308747,0.26058773171749444,0.2767371161536193,0.7185797776576272,0.10303030303030303,0.5555555555555556,0.0,0.0,5.445923716192074e-22,4.9222882742329716e-23,0.999999990600631,0.4209137197583385,False,0.43284384943487547,1.9438930168796333
ecoli16S,27,False,unmod,16,34,0.3434119516162674,0.29174952073963767,0.13161429509232836,0.5715071786082991,0.34720482034375655,0.3011876890425327,0.6025645258296044,0.044117647058823484,0.5220588235294118,0.0,0.0,5.95082256162819e-22,1.7870781507841716e-22,0.9999973681674533,0.3069565516504242,False,0.34230571295638146,2.532965662754187
ecoli16S,28,False,unmod,16,34,0.32347845335703673,0.28446538244894953,0.0,0.7212069650843633,0.39235396573187237,0.43119814196918793,0.8384150206582888,0.17279411764705888,0.5863970588235294,0.0,0.0,2.112030593523658e-16,6.429493075106826e-17,0.9999962633096383,0.2999461313790285,False,0.33824779349179274,2.4546633176801933
ecoli16S,29,False,unmod,16,33,0.35770331066449723,0.43305291600770557,0.0,0.5788174178686432,0.3962332954446644,0.422208502768723,0.5466778867667075,0.018939393939393923,0.509469696969697,0.36138723116410754,0.1651151059522312,1.210280867119441e-14,2.3420022718726897e-15,0.997103674952316,0.1668357250918951,False,0.23710599071918537,0.8217888560071058
ecoli16S,30,False,unmod,16,32,0.4189620366809196,0.4302750657476685,0.13732482900323395,0.5803758992629927,0.39547458242325173,0.42866975888413866,0.3922803505588185,-0.05078125,0.474609375,0.0,0.0,2.1120933976374e-16,5.3273877598714275e-17,0.9997826768037444,0.21867815210577526,False,0.2773062181813056,0.9734710022495509
ecoli16S,31,False,unmod,15,31,0.23560884281214112,0.27205824700385295,0.0,0.4514364203290038,0.29841559986174676,0.2916816131427511,0.9625364995354613,0.3247311827956989,0.6623655913978495,0.0,0.0,1.2837385203526562e-16,1.0314692724328264e-18,0.994967639335753,0.22366344391033788,False,0.2917569195476695,1.2089572307239356
ecoli16S,32,False,unmod,16,32,0.2600647493866632,0.28286763243505764,0.0,0.5634893364639194,0.3445325449327682,0.29068501229351373,0.9506575932927226,0.29296875,0.646484375,0.24904206180128022,0.02384775385998293,9.068620820689079e-14,1.7658911237380532e-17,0.9999995375206888,0.3657682697990745,False,0.3989100327221595,1.3621000658942368
ecoli16S,33,False,unmod,16,34,0.24184904498787252,0.28099617818684386,0.0,0.5749669166992493,0.37887993133196723,0.37376552460900186,0.9938969597916654,0.4411764705882353,0.7205882352941176,0.0,0.0,1.2035015593968026e-16,9.403441207001431e-19,0.8637323996022599,0.2086183071507196,False,0.34448187852312406,0.9593635158171321
ecoli16S,34,False,unmod,16,33,0.26127473355640374,0.28686791301054837,0.0,0.45120184060349977,0.29019706279569035,0.2879097150027108,0.645498887988138,0.06439393939393945,0.5359848484848485,0.0,0.0,5.083799263390671e-22,2.8253155692902783e-24,0.9999999998286175,0.499752842783146,False,0.4998058113084376,5.8025754861275605
ecoli16S,35,False,unmod,16,34,0.29574044404040356,0.28406725805283123,0.13608902972309578,0.4519658948599826,0.36057987704150635,0.4193964315720919,0.9487218221853928,0.2867647058823529,0.6433823529411765,0.0,0.0,4.473115032329306e-20,3.5157175033196435e-21,0.9997515716139682,0.216002149710209,False,0.2745888997181807,1.6075132107655103
ecoli16S,36,False,unmod,16,34,0.29777340534336705,0.28381144638703043,0.0,0.580800884446238,0.3460473092080194,0.2921645859171797,0.8172057484475024,0.15808823529411764,0.5808823529411765,0.0,0.0,3.192066506670095e-14,2.488090516848475e-15,0.9999999919110089,0.4226555347415132,False,0.43882293791561844,2.707234564698804
ecoli16S,37,False,unmod,16,34,0.30175669338038286,0.3030033072312192,0.0,0.5743934645422788,0.2943886175673664,0.2808770357828322,0.2696691427828527,-0.11029411764705888,0.45036764705882354,0.18636780909989367,0.0861861810915413,2.2917649291934393e-08,1.7607972773539982e-09,0.9999998837002335,0.36934191435579455,False,0.3999247129214841,2.326063701493336
ecoli16S,38,False,unmod,16,34,0.27333214094721026,0.28280172523489194,0.0,0.5794624605718449,0.33397851172053755,0.30177749789673675,0.9031701467449363,0.2279411764705882,0.6139705882352942,0.43526072759232926,0.3187671383759316,5.157796818427887e-07,8.375616682532436e-08,0.811903242397489,0.07924850345688944,False,0.2660097490300029,0.9737865732992652
ecoli16S,39,False,unmod,16,34,0.27094319067137496,0.27894040991491614,0.1322960314959306,0.4544153203741279,0.334620345756572,0.36218687159903146,0.827995893509558,0.1654411764705882,0.5827205882352942,0.4052335923360535,0.2475207978744636,5.442710997487729e-09,1.6176441902778542e-09,0.9748854867594441,0.12317748243553087,False,0.1885057254014274,0.7531991399031501
ecoli16S,40,False,unmod,16,34,0.3475971306052421,0.4196576205838275,0.13801112521944292,0.5637630059805301,0.3711966813890882,0.42350485509490265,0.7761254146061304,0.13235294117647056,0.5661764705882353,0.0,0.0,7.742093928478657e-15,4.0166627181367145e-14,0.012083119739546865,8.979535944132846e-09,True,0.416387208402927,-0.19932207708953706
ecoli16S,41,False,unmod,17,33,0.32318408979227425,0.41145463107177427,0.0,0.45449607297085204,0.35613038431654004,0.2948057925557962,0.5,-0.0017825311942958333,0.49910873440285203,0.0,0.0,5.841667492162192e-08,2.0027971872205186e-14,0.9909514831800532,0.19107414251851673,False,0.2391525220287064,0.7158836491616143
ecoli16S,42,False,unmod,17,28,0.3812428099300263,0.42501991314801524,0.2674519644763239,0.5681353194739949,0.43801187580909057,0.4222388823638928,0.8099979607028379,0.15546218487394958,0.5777310924369747,0.0,0.0,4.899973445336378e-13,1.3328267521541384e-20,0.980485218710539,0.12903979572395732,False,0.19484402177524984,0.6356071371435276
ecoli16S,43,False,unmod,17,26,0.29336547206689867,0.28154930009009327,0.1281192293945631,0.7100686439025401,0.35657347949158275,0.29410419123929327,0.9080669039366218,0.23981900452488691,0.6199095022624435,0.0,0.0,4.880123083571259e-13,9.884833762646937e-16,0.9999562984194825,0.2507616518328922,False,0.2853400413382115,1.628930120188719
ecoli16S,44,False,unmod,15,27,0.2749866942138669,0.31779711482917017,0.15395663256444003,0.5013720137290733,0.3504210129997689,0.3468925426531837,0.9584075609656201,0.32345679012345674,0.6617283950617284,0.44604744045844746,0.24295090248640486,5.967586835863057e-08,6.907777302792887e-10,0.9999999999878364,0.5529133123806655,False,0.5417600993060511,3.8674869729112853
